Category,Address,Date,Sold_Area_m2,Total_Area_m2,Land_m2,Interior_Area_m2,Price_EUR,Total_EUR_m2,Land_EUR_m2,Land_EUR_ha,Type,Finishing,Dom_Parts,region_with_riga,region_riga_separate,municipality,Year,Quarter,Month
Zeme,"Latgales iela 117, Rīga",2022-06-02,2427,2427,2427,,178593,74,73.59,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,6
Zeme,"Cēsu iela 51, Limbaži, Limbažu nov.",2022-06-02,16725,33450,16725,,12900,1,0.77,7713.0,Komercobjektiem,,1/2,Unknown,Unknown,Unknown,2022,2,6
Zeme,"Šaurā iela 2, Kuldīga, Kuldīgas nov.",2022-06-01,417,417,417,,9600,23,23.02,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Kuldīga,2022,2,6
Zeme,"Cēsu iela 51, Limbaži, Limbažu nov.",2022-06-01,16725,33450,16725,,13000,1,0.78,7773.0,Komercobjektiem,,1/2,Unknown,Unknown,Unknown,2022,2,6
Zeme,Rīga,2022-05-31,1024,3073,1024,,1000,1,0.98,,Komercobjektiem,,1/3,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Brenguļu iela 8, Valmiera, Valmieras nov.",2022-05-30,1157,1157,1157,,16000,14,13.83,,Komercobjektiem,,1/1,Vidzeme,Vidzeme,Valmiera,2022,2,5
Zeme,"Lielā Katrīnas iela 3, Cēsis, Cēsu nov.",2022-05-30,167,334,167,,8350,50,50.0,,Komercobjektiem,,1/2,Vidzeme,Vidzeme,Cēsis,2022,2,5
Zeme,"Briežu iela 27, Cēsis, Cēsu nov.",2022-05-27,9674,12899,9674,,81000,8,8.37,,Komercobjektiem,,3/4,Vidzeme,Vidzeme,Cēsis,2022,2,5
Zeme,"Rīgas iela 65C, Rūjiena, Valmieras nov.",2022-05-26,1477,1477,1477,,6000,4,4.06,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Vienības gatve 95, Rīga",2022-05-24,6670,6670,6670,,1650000,247,247.38,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Rīgas iela 17A, Ērgļi, Ērgļu pag., Madonas nov.",2022-05-23,5678,5678,5678,,8000,1,1.41,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Ezernieku pag., Krāslavas nov.",2022-05-20,181000,181000,181000,,104357,1,0.58,5766.0,Komercobjektiem,,1/1,Latgale,Latgale,Krāslava,2022,2,5
Zeme,"Ezernieku pag., Krāslavas nov.",2022-05-20,84000,84000,84000,,48431,1,0.58,5766.0,Komercobjektiem,,1/1,Latgale,Latgale,Krāslava,2022,2,5
Zeme,"Gunāra Astras iela 11, Rīga",2022-05-19,4560,4560,4560,,395456,87,86.72,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Gunāra Astras iela 11, Rīga",2022-05-19,1861,4560,1861,,272544,146,146.45,,Komercobjektiem,,1861/4560,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Melderi, Vētras, Mārupes pag., Mārupes nov.",2022-05-17,38447,38447,38447,,473085,12,12.3,123049.0,Komercobjektiem,,1/1,Pierīga,Pierīga,Mārupe,2022,2,5
Zeme,"Jaunā iela 14, Jūrmala",2022-05-12,1465,1465,1465,,200000,137,136.52,,Komercobjektiem,,1/1,Pierīga,Pierīga,Jūrmala,2022,2,5
Zeme,"Raiņa iela 33B, Jelgava",2022-05-11,1000,1000,1000,,35000,35,35.0,,Komercobjektiem,,1/1,Zemgale,Zemgale,Jelgava,2022,2,5
Zeme,"Līdumi, Ulbroka, Stopiņu pag., Ropažu nov.",2022-05-10,74314,74314,74314,,3715000,50,49.99,499906.0,Komercobjektiem,,1/1,Unknown,Unknown,Unknown,2022,2,5
Zeme,Daugavpils,2022-05-10,624,624,624,,29000,46,46.47,,Komercobjektiem,,1/1,Latgale,Latgale,Daugavpils,2022,2,5
Zeme,"Raiņa iela 1B, Talsi, Talsu nov.",2022-05-06,123,123,123,,15000,122,121.95,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Talsi,2022,2,5
Zeme,"Kuldīgas iela 2B, Jūrmala",2022-05-06,929,1857,929,,22000,24,23.69,,Komercobjektiem,,1/2,Kurzeme,Kurzeme,Kuldīga,2022,2,5
Zeme,"Saldus, Saldus nov.",2022-05-06,437,437,437,,3000,7,6.86,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Saldus,2022,2,5
Zeme,"Auseklīša iela 4B, Jēkabpils, Jēkabpils nov.",2022-05-05,1999,1999,1999,,12000,6,6.0,,Komercobjektiem,,1/1,Zemgale,Zemgale,Jēkabpils,2022,2,5
Zeme,"Krasta iela 83, Rīga",2022-05-05,1850,1850,1850,,475000,257,256.76,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Ķīši, Pape, Rucavas pag., Dienvidkurzemes nov.",2022-05-03,5391,5391,5391,,48000,9,8.9,,Komercobjektiem,,1/1,Unknown,Unknown,Unknown,2022,2,5
Zeme,"Piebalgas iela 64, Cēsis, Cēsu nov.",2022-05-03,2044,20443,2044,,7500,4,3.67,,Komercobjektiem,,1/10,Vidzeme,Vidzeme,Cēsis,2022,2,5
Zeme,"Augusta Dombrovska iela 23, Rīga",2022-05-03,1423,1423,1423,,125035,88,87.87,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,Rīga,2022-05-03,868,868,868,,77059,89,88.78,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Melīdas iela 7B, Rīga",2022-05-03,936,936,936,,57451,61,61.38,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,Rīga,2022-05-03,580,580,580,,39667,68,68.39,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Melīdas iela 7A, Rīga",2022-05-03,491,491,491,,43609,89,88.82,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Augusta Dombrovska iela 23A, Rīga",2022-05-03,346,346,346,,30135,87,87.1,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Augusta Dombrovska iela 25, Rīga",2022-05-03,1612,1612,1612,,141640,88,87.87,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Augusta Dombrovska iela 23B, Rīga",2022-05-03,753,753,753,,65525,87,87.02,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,5
Zeme,"Īslīces iela 6, Bauska, Bauskas nov.",2022-05-02,1900,1900,1900,,60000,32,31.58,,Komercobjektiem,,1/1,Zemgale,Zemgale,Bauska,2022,2,5
Zeme,"Briežu iela 27, Cēsis, Cēsu nov.",2022-05-02,3225,12899,3225,,50000,16,15.51,,Komercobjektiem,,1/4,Vidzeme,Vidzeme,Cēsis,2022,2,5
Zeme,"Rūpniecības iela 8B, Tukums, Tukuma nov.",2022-04-27,2164,2164,2164,,8100,4,3.74,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Tukums,2022,2,4
Zeme,"Krasta iela 3, Pabaži, Sējas pag., Saulkrastu nov.",2022-04-27,1051,1577,1051,,39600,38,37.67,,Komercobjektiem,,2/3,Unknown,Unknown,Unknown,2022,2,4
Zeme,"Kurzemes iela 57, Tukums, Tukuma nov.",2022-04-27,2529,2529,2529,,28117,11,11.12,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Tukums,2022,2,4
Zeme,Rīga,2022-04-26,5,1100,5,,1000,222,221.73,,Komercobjektiem,,1/244,Rīga,Rīga,Rīga,2022,2,4
Zeme,"Piebalgas iela 64, Cēsis, Cēsu nov.",2022-04-25,18399,20443,18399,,67500,4,3.67,36687.0,Komercobjektiem,,9/10,Vidzeme,Vidzeme,Cēsis,2022,2,4
Zeme,"Stabu iela 63 k-2, Rīga",2022-04-22,244,369,244,,22747,93,93.4,,Komercobjektiem,,33/50,Rīga,Rīga,Rīga,2022,2,4
Zeme,"Stabu iela 63 k-1, Rīga",2022-04-22,86,131,86,,8077,93,93.42,,Komercobjektiem,,33/50,Rīga,Rīga,Rīga,2022,2,4
Zeme,"Institūta iela 36B, Ulbroka, Stopiņu pag., Ropažu nov.",2022-04-22,86,86,86,,7700,90,89.53,,Komercobjektiem,,1/1,Unknown,Unknown,Unknown,2022,2,4
Zeme,Rīga,2022-04-21,600,600,600,,55000,92,91.67,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,4
Zeme,"Mazā Juglas iela 26, Rīga",2022-04-19,2900,2900,2900,,38000,13,13.1,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,4
Zeme,"Rīgas iela 6, Liepāja",2022-04-19,327,498,327,,11074,34,33.83,,Komercobjektiem,,71/108,Rīga,Rīga,Rīga,2022,2,4
Zeme,"Laimdotas iela 25, Lielvārde, Ogres nov.",2022-04-14,197,11627,197,,1120,6,5.69,,Komercobjektiem,,197/11627,Pierīga,Pierīga,Ogre,2022,2,4
Zeme,"Paula Lejiņa iela 2B, Rīga",2022-04-14,23,1937,23,,1115,49,48.79,,Komercobjektiem,,305/25849,Rīga,Rīga,Rīga,2022,2,4
Zeme,"Ezera iela 32, Vecružina, Silmalas pag., Rēzeknes nov.",2022-04-13,4455,4455,4455,,1300,0,0.29,,Komercobjektiem,,1/1,Latgale,Latgale,Rēzekne,2022,2,4
Zeme,"Kapteiņa Zolta iela 120A, Jūrmala",2022-04-11,1622,1622,1622,,139755,86,86.16,,Komercobjektiem,,1/1,Pierīga,Pierīga,Jūrmala,2022,2,4
Zeme,"Saldus pag., Saldus nov.",2022-04-08,8700,8700,8700,,6870,1,0.79,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Saldus,2022,2,4
Zeme,"Tērbatas iela 44, Jūrmala",2022-04-07,492,983,492,,14000,28,28.48,,Komercobjektiem,,1/2,Pierīga,Pierīga,Jūrmala,2022,2,4
Zeme,"Kolkas iela 2, Jūrmala",2022-04-06,7899,103627,7899,,69000,9,8.73,,Komercobjektiem,,7623/100000,Pierīga,Pierīga,Jūrmala,2022,2,4
Zeme,"Džutas iela, Rīga",2022-04-04,555,555,555,,465000,838,837.84,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,2,4
Zeme,"Stabu iela 63 k-2, Rīga",2022-03-25,123,369,123,,12700,103,103.25,,Komercobjektiem,,1/3,Rīga,Rīga,Rīga,2022,1,3
Zeme,"Stabu iela 63 k-1, Rīga",2022-03-25,44,131,44,,4700,108,107.63,,Komercobjektiem,,1/3,Rīga,Rīga,Rīga,2022,1,3
Zeme,"Vidzemes iela 37, Salacgrīva, Limbažu nov.",2022-03-25,3574,3574,3574,,3000,1,0.84,,Komercobjektiem,,1/1,Unknown,Unknown,Unknown,2022,1,3
Zeme,"Muzeju iela 26, Turaida, Krimuldas pag., Siguldas nov.",2022-03-24,2461,2461,2461,,9000,4,3.66,,Komercobjektiem,,1/1,Vidzeme,Vidzeme,Sigulda,2022,1,3
Zeme,"Lastādijas iela 52, Rīga",2022-03-23,105,342,105,,6950,66,66.19,,Komercobjektiem,,35/114,Rīga,Rīga,Rīga,2022,1,3
Zeme,"Noliktavu iela 8, Sigulda, Siguldas nov.",2022-03-23,953,1906,953,,3000,3,3.15,,Komercobjektiem,,1/2,Vidzeme,Vidzeme,Sigulda,2022,1,3
Zeme,"Pērnavas iela 90, Rīga",2022-03-21,1079,1079,1079,,31762,29,29.44,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,1,3
Zeme,"Strēlnieku iela 72, Sigulda, Siguldas nov.",2022-03-18,2812,7031,2812,,37850,13,13.46,,Komercobjektiem,,2/5,Vidzeme,Vidzeme,Sigulda,2022,1,3
Zeme,"Gaismas iela 2A, Aizkraukle, Aizkraukles nov.",2022-03-14,1268,1268,1268,,12000,9,9.46,,Komercobjektiem,,1/1,Zemgale,Zemgale,Aizkraukle,2022,1,3
Zeme,"Usmas pag., Ventspils nov.",2022-03-07,6000,6000,6000,,40000,7,6.67,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Ventspils,2022,1,3
Zeme,"Imantu iela 1, Jaunolaine, Olaines pag., Olaines nov.",2022-03-04,764,1527,764,,3500,5,4.58,,Komercobjektiem,,1/2,Pierīga,Pierīga,Olaine,2022,1,3
Zeme,"Imantu iela 1, Jaunolaine, Olaines pag., Olaines nov.",2022-03-03,764,1527,764,,3500,5,4.58,,Komercobjektiem,,1/2,Pierīga,Pierīga,Olaine,2022,1,3
Zeme,"Cēsis, Cēsu nov.",2022-03-02,533,2962,533,,22000,41,41.26,,Komercobjektiem,,9/50,Vidzeme,Vidzeme,Cēsis,2022,1,3
Zeme,"Strēlnieku iela 72, Sigulda, Siguldas nov.",2022-03-01,7031,7031,7031,,92700,13,13.18,,Komercobjektiem,,1/1,Vidzeme,Vidzeme,Sigulda,2022,1,3
Zeme,"Kurzemes iela 19B, Tukums, Tukuma nov.",2022-03-01,1236,1236,1236,,11000,9,8.9,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Tukums,2022,1,3
Zeme,"Jomas iela 88, Jūrmala",2022-02-25,13,496,13,,7800,603,602.78,,Komercobjektiem,,49/1878,Pierīga,Pierīga,Jūrmala,2022,1,2
Zeme,"Keita, Skaļupes, Līgatnes pag., Cēsu nov.",2022-02-24,27000,36000,27000,,14000,1,0.52,5185.0,Komercobjektiem,,3/4,Unknown,Unknown,Unknown,2022,1,2
Zeme,"Rūpniecības iela 50, Rīga",2022-02-23,27,790,27,,94360,3547,3547.37,,Komercobjektiem,,3367/100000,Rīga,Rīga,Rīga,2022,1,2
Zeme,"Čuibes iela 1C, Rīga",2022-02-21,5605,5605,5605,,70400,13,12.56,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,1,2
Zeme,Daugavpils,2022-02-21,1755,1755,1755,,140400,80,80.0,,Komercobjektiem,,1/1,Latgale,Latgale,Daugavpils,2022,1,2
Zeme,"Burtnieku iela 8, Limbaži, Limbažu nov.",2022-02-18,1366,2732,1366,,7000,5,5.12,,Komercobjektiem,,1/2,Unknown,Unknown,Unknown,2022,1,2
Zeme,"Latgales iela 448, Rīga",2022-02-17,5358,5358,5358,,129630,24,24.19,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,1,2
Zeme,"Aviācijas iela 57, Jelgava",2022-02-16,2604,26042,2604,,27345,11,10.5,,Komercobjektiem,,1/10,Zemgale,Zemgale,Jelgava,2022,1,2
Zeme,"Kolkas iela 2, Jūrmala",2022-02-13,5270,103627,5270,,53900,10,10.23,,Komercobjektiem,,2543/50000,Pierīga,Pierīga,Jūrmala,2022,1,2
Zeme,"Lāčplēša iela 8, Ventspils",2022-02-10,5726,5726,5726,,122200,21,21.34,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Ventspils,2022,1,2
Zeme,"Kronīši, Kocēnu pag., Valmieras nov.",2022-02-07,2940,2940,2940,,60500,21,20.58,,Komercobjektiem,,1/1,Vidzeme,Vidzeme,Valmiera,2022,1,2
Zeme,"Kārļa Ulmaņa gatve, Rīga",2022-02-03,3740,3740,3740,,300000,80,80.21,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,1,2
Zeme,"Zeiferta iela 15A, Olaine, Olaines nov.",2022-02-03,152,152,152,,1514,10,9.96,,Komercobjektiem,,1/1,Pierīga,Pierīga,Olaine,2022,1,2
Zeme,"Vērēmu pag., Rēzeknes nov.",2022-02-02,15100,15100,15100,,70000,5,4.64,46358.0,Komercobjektiem,,1/1,Latgale,Latgale,Rēzekne,2022,1,2
Zeme,"Cepurīšu iela 7, Kuldīga, Kuldīgas nov.",2022-02-01,9219,9219,9219,,51401,6,5.58,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Kuldīga,2022,1,2
Zeme,"Aviācijas iela 57, Jelgava",2022-02-01,23438,26042,23438,,246096,11,10.5,105000.0,Komercobjektiem,,9/10,Zemgale,Zemgale,Jelgava,2022,1,2
Zeme,"Stadiona iela 4, Tukums, Tukuma nov.",2022-01-31,210,210,210,,4182,20,19.91,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Tukums,2022,1,1
Zeme,"Valdlauču iela 2, Rīga",2022-01-26,4900,4900,4900,,242000,49,49.39,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,1,1
Zeme,"Meldri, Grobiņas pag., Dienvidkurzemes nov.",2022-01-24,5000,10000,5000,,16000,3,3.2,,Komercobjektiem,,1/2,Unknown,Unknown,Unknown,2022,1,1
Zeme,"Grobiņas pag., Dienvidkurzemes nov.",2022-01-24,7000,7000,7000,,22000,3,3.14,,Komercobjektiem,,1/1,Unknown,Unknown,Unknown,2022,1,1
Zeme,"Platones iela, Rīga",2022-01-21,5374,5374,5374,,140000,26,26.05,,Komercobjektiem,,1/1,Rīga,Rīga,Rīga,2022,1,1
Zeme,"Jomas iela 88, Jūrmala",2022-01-20,16,496,16,,7500,473,473.19,,Komercobjektiem,,10/313,Pierīga,Pierīga,Jūrmala,2022,1,1
Zeme,"Zaķusalas krastmala 19, Rīga",2022-01-20,2628,13833,2628,,498000,189,189.48,,Komercobjektiem,,19/100,Rīga,Rīga,Rīga,2022,1,1
Zeme,"Lielā iela 32A, Mārupe, Mārupes nov.",2022-01-20,2251,2251,2251,,88000,39,39.09,,Komercobjektiem,,1/1,Pierīga,Pierīga,Mārupe,2022,1,1
Zeme,"Bērzu iela 6A, Nīgrande, Nīgrandes pag., Saldus nov.",2022-01-19,1058,1058,1058,,1674,2,1.58,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Saldus,2022,1,1
Zeme,"Bērzu iela 6, Nīgrande, Nīgrandes pag., Saldus nov.",2022-01-19,1673,1673,1673,,2274,1,1.36,,Komercobjektiem,,1/1,Kurzeme,Kurzeme,Saldus,2022,1,1
Zeme,"Skolas iela 6A, Ape, Smiltenes nov.",2022-01-19,1221,1221,1221,,1700,1,1.39,,Komercobjektiem,,1/1,Unknown,Unknown,Unknown,2022,1,1
Zeme,"Plieņciema iela 17, Mārupe, Mārupes nov.",2022-01-19,30517,30517,30517,,1150000,38,37.68,376839.0,Komercobjektiem,,1/1,Pierīga,Pierīga,Mārupe,2022,1,1
Earth,"Salas iela 5H, Ogre, Ogres nov.",2022-01-12,995,995,995,,25000,25,25.13,,For commercial properties,,1/1,Pierīga,Pierīga,Ogre,2022,1,1
Earth,"Rigas Street 2C, Baldone, Kekavas district.",2022-01-11,484,971,484,,1000,2,2.07,,For commercial properties,,484/971,Rīga,Rīga,Rīga,2022,1,1
Earth,"Celtnieku Street 9, Pavilosta, South Kurzeme County.",2022-01-10,1448,1448,1448,,18869,13,13.03,,For commercial properties,,1/1,Unknown,Unknown,Unknown,2022,1,1
Earth,"Aleksandra Street 14, Ventspils",2022-01-07,498,995,498,,1000,2,2.01,,For commercial properties,,1/2,Kurzeme,Kurzeme,Ventspils,2022,1,1
Earth,"Kolkas Street 2, Jurmala",2022-01-04,8040,103627,8040,,80400,10,10.0,,For commercial properties,,7759/100000,Pierīga,Pierīga,Jurmala,2022,1,1
Earth,"Uriekstes Street 1, Riga",2021-12-30,16986,19634,16986,,525000,31,30.91,309080.0,For commercial properties,,53258/61561,Rīga,Rīga,Rīga,2021,4,12
Earth,"Liepajas Street, Riga",2021-12-30,7465,7465,7465,,275370,37,36.89,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,12
Earth,"Tukums, Tukums district.",2021-12-29,300,300,300,,30000,100,100.0,,For commercial properties,,1/1,Kurzeme,Kurzeme,Tukums,2021,4,12
Earth,"Zemītes Street 11, Tukums, Tukums district.",2021-12-29,737,737,737,,45000,61,61.06,,For commercial properties,,1/1,Kurzeme,Kurzeme,Tukums,2021,4,12
Earth,"Riverbank 1st line 22, Kadaga, Ādažu parish, Ādažu district",2021-12-28,3382,3382,3382,,8794,3,2.6,,For commercial properties,,1/1,Unknown,Unknown,Unknown,2021,4,12
Earth,"Alvejas Street 6, Pārolaine, Olaines parish, Olaines county",2021-12-22,15742,15742,15742,,32000,2,2.03,20328.0,For commercial properties,,1/1,Pierīga,Pierīga,Olaine,2021,4,12
Earth,"Grencu Street 2D, Riga",2021-12-20,4300,4300,4300,,120000,28,27.91,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,12
Earth,"Gertrudes Avenue 4, Jurmala",2021-12-17,11388,26733,11388,,510000,45,44.78,447830.0,For commercial properties,,213/500,Pierīga,Pierīga,Jurmala,2021,4,12
Earth,"Jāņa Grestes Street 17, Lielvārde, Ogres county.",2021-12-16,1366,1366,1366,,20940,15,15.33,,For commercial properties,,1/1,Pierīga,Pierīga,Ogre,2021,4,12
Earth,Riga,2021-12-15,200,200,200,,10000,50,50.0,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,12
Earth,"Austrumu Street 1, Pāvilosta, South Kurzeme County.",2021-12-15,4800,4800,4800,,90000,19,18.75,,For commercial properties,,1/1,Unknown,Unknown,Unknown,2021,4,12
Earth,"Spidola Street 2A, Liepaja",2021-12-15,1220,1220,1220,,20000,16,16.39,,For commercial properties,,1/1,Unknown,Unknown,Unknown,2021,4,12
Earth,"Dzelzavas Street 104, Riga",2021-12-14,1961,3921,1961,,100000,51,51.01,,For commercial properties,,1/2,Rīga,Rīga,Rīga,2021,4,12
Earth,"Laimas Street 8, Birznieki, Adazi Parish, Adazi District.",2021-12-13,91059,91059,91059,,1121773,12,12.32,123192.0,For commercial properties,,1/1,Unknown,Unknown,Unknown,2021,4,12
Earth,"Sugar Street 29, Jelgava",2021-12-13,3933,7866,3933,,50000,13,12.71,,For commercial properties,,1/2,Zemgale,Zemgale,Jelgava,2021,4,12
Earth,"Parupes Street 28A, Tukums, Tukums district.",2021-12-13,6134,6134,6134,,5000,1,0.82,,For commercial properties,,1/1,Kurzeme,Kurzeme,Tukums,2021,4,12
Earth,"Stīpnieku Road 7C, Mārupe, Mārupe district.",2021-12-12,15300,15300,15300,,250000,16,16.34,163399.0,For commercial properties,,1/1,Pierīga,Pierīga,Mārupe,2021,4,12
Earth,"Sugar Street 29, Jelgava",2021-12-10,3933,7866,3933,,50000,13,12.71,,For commercial properties,,1/2,Zemgale,Zemgale,Jelgava,2021,4,12
Earth,"Annenieki store, Annenieki, Annenieki parish, Dobele county.",2021-12-10,1528,1528,1528,,1300,1,0.85,,For commercial properties,,1/1,Zemgale,Zemgale,Dobele,2021,4,12
Earth,"Muzeju Street 28, Turaida, Krimulda parish, Sigulda county",2021-12-07,2528,2528,2528,,14500,6,5.74,,For commercial properties,,1/1,Vidzeme,Vidzeme,Sigulda,2021,4,12
Earth,"Jersikas Street 17, Riga",2021-12-07,2261,2261,2261,,90400,40,39.98,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,12
Earth,"Cietoksna Street 60C, Daugavpils",2021-12-07,343,343,343,,189000,551,551.02,,For commercial properties,,1/1,Latgale,Latgale,Daugavpils,2021,4,12
Earth,"Talsu Street 92, Ventspils",2021-12-06,5097,5097,5097,,3000,1,0.59,,For commercial properties,,1/1,Kurzeme,Kurzeme,Ventspils,2021,4,12
Earth,Riga,2021-12-01,179,179,179,,3566,20,19.92,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,12
Earth,"Parade Street 14A, Riga",2021-12-01,969,969,969,,19750,20,20.38,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,12
Earth,"Paula Lejiņa Street 2B, Riga",2021-11-30,28,1937,28,,1385,49,48.84,,For commercial properties,,757/51698,Rīga,Rīga,Rīga,2021,4,11
Earth,"Malta Street 39, Riga",2021-11-26,1001,1001,1001,,30030,30,30.0,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,11
Earth,"Karla Ulmanis Street 114, Riga",2021-11-26,9168,10853,9168,,1000000,109,109.08,,For commercial properties,,9168/10853,Rīga,Rīga,Rīga,2021,4,11
Earth,Riga,2021-11-25,5,1100,5,,1000,222,221.73,,For commercial properties,,1/244,Rīga,Rīga,Rīga,2021,4,11
Earth,"Lielā Street 6, Ieriķi, Drabešu parish, Cēsis county",2021-11-23,4150,4150,4150,,7000,2,1.69,,For commercial properties,,1/1,Vidzeme,Vidzeme,Cēsis,2021,4,11
Earth,"Pasta Street 1C, Adazi, Adazi District.",2021-11-22,1403,1403,1403,,80000,57,57.02,,For commercial properties,,1/1,Unknown,Unknown,Unknown,2021,4,11
Earth,Riga,2021-11-17,724,1447,724,,37500,52,51.83,,For commercial properties,,1/2,Rīga,Rīga,Rīga,2021,4,11
Earth,"9, Priekuli parish, Cēsis county",2021-11-16,1890,1890,1890,,11500,6,6.08,,For commercial properties,,1/1,Vidzeme,Vidzeme,Cēsis,2021,4,11
Earth,"Krustpils Street 50D, Riga",2021-11-16,1615,1615,1615,,15000,9,9.29,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,11
Earth,"Karklu Street 16, Daugavpils",2021-11-15,3497,3497,3497,,28500,8,8.15,,For commercial properties,,1/1,Latgale,Latgale,Daugavpils,2021,4,11
Earth,Riga,2021-11-15,1010,2020,1010,,51000,51,50.5,,For commercial properties,,1/2,Rīga,Rīga,Rīga,2021,4,11
Earth,"Cargo, Mārupe, Mārupe county.",2021-11-13,42500,42500,42500,,1236750,29,29.1,291000.0,For commercial properties,,1/1,Pierīga,Pierīga,Mārupe,2021,4,11
Earth,"Station Street 29, Rezekne",2021-11-12,237,473,237,,3000,13,12.68,,For commercial properties,,1/2,Unknown,Unknown,Unknown,2021,4,11
Earth,"Krustpils Street 35, Riga",2021-11-11,89,4774,89,,1500,17,16.85,,For commercial properties,,89/4774,Rīga,Rīga,Rīga,2021,4,11
Earth,Riga,2021-11-11,1010,2020,1010,,50000,50,49.5,,For commercial properties,,1/2,Rīga,Rīga,Rīga,2021,4,11
Earth,"Katrīnkalns CB, Līvi, Drabešu parish, Cēsis county",2021-11-11,517,517,517,,200000,387,386.85,,For commercial properties,,1/1,Vidzeme,Vidzeme,Cēsis,2021,4,11
Earth,"Ranka Dam 5, Riga",2021-11-10,2276,2276,2276,,345000,152,151.58,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,11
Earth,"Kolkas Street 2, Jurmala",2021-11-10,55661,103627,55661,,700000,13,12.58,125761.0,For commercial properties,,53713/100000,Pierīga,Pierīga,Jurmala,2021,4,11
Earth,Riga,2021-11-10,724,1447,724,,37500,52,51.83,,For commercial properties,,1/2,Rīga,Rīga,Rīga,2021,4,11
Earth,"Stirnu Street 40A, Riga",2021-11-09,344,766,344,,6192,18,18.0,,For commercial properties,,172/383,Rīga,Rīga,Rīga,2021,4,11
Earth,"Ezeru Street 55, Daugavpils",2021-11-05,1247,1247,1247,,6500,5,5.21,,For commercial properties,,1/1,Latgale,Latgale,Daugavpils,2021,4,11
Earth,"Graudu Street 3H, Kuldiga, Kuldiga District.",2021-11-05,14023,14023,14023,,70000,5,4.99,49918.0,For commercial properties,,1/1,Unknown,Unknown,Unknown,2021,4,11
Earth,"Graudu Street 7, Kuldiga, Kuldiga District.",2021-11-05,7909,7909,7909,,50000,6,6.32,,For commercial properties,,1/1,Unknown,Unknown,Unknown,2021,4,11
Earth,"Lithuanian Highway 2A, Jelgava",2021-11-05,1293,3880,1293,,100000,77,77.32,,For commercial properties,,1/3,Zemgale,Zemgale,Jelgava,2021,4,11
Earth,"52 Lielais Avenue, Ventspils",2021-11-05,279,279,279,,7800,28,27.96,,For commercial properties,,1/1,Kurzeme,Kurzeme,Ventspils,2021,4,11
Earth,"30 Tilta Street, Riga",2021-11-04,1764,1764,1764,,42420,24,24.05,,For commercial properties,,1/1,Rīga,Rīga,Rīga,2021,4,11
